Tanggal,Provinsi,Kriteria UMKM,Jenis UMKM,Lokasi Usaha,Lama Usaha (Bulan),Status Kepemilikan Tempat Usaha,Jumlah Karyawan,Aset Usaha (IDR),Jumlah Pasti Aset Usaha (IDR),Liabilitas Usaha (IDR),Jumlah Pasti Liabilitas Usaha (IDR),Omset Bulanan (IDR),Jumlah Pasti Omset Bulanan (IDR),Laba Bersih (IDR),Jumlah Pasti Laba Bersih (IDR),Jumlah Pinjaman (IDR),Jumlah Pasti Jumlah Pinjaman (IDR),Rekening Bank,Skor Kredit,Kategori Skor Kredit
2020-10-23,38,1,3,1,11,3,2,2,26430000,1,700000,2,16240000,3,48710000,2,20770000,0,850,5
2022-10-19,13,2,2,1,110,4,20,8,471840000,5,180610000,7,363850000,7,343540000,8,466840000,0,850,5
2020-04-27,1,2,5,2,48,1,13,8,409100000,9,812560000,4,67430000,8,414630000,7,367590000,0,850,5
2021-12-14,36,3,2,2,121,3,100,10,1667420000,11,3874970000,10,1573490000,12,5712510000,10,2623100000,1,850,5
2023-06-01,38,2,5,2,30,1,9,6,214660000,5,182460000,7,306430000,4,66250000,5,140430000,0,850,5
2023-02-08,4,2,4,3,84,3,14,7,376920000,8,469700000,6,269370000,6,200890000,7,334480000,1,850,5
2021-02-17,29,3,3,1,183,2,67,10,2718150000,10,2468750000,13,7458750000,12,6033210000,13,8990730000,1,850,5
2020-05-19,26,1,1,1,17,4,1,3,32910000,3,45180000,3,33830000,3,38290000,2,29070000,1,835,5
2023-10-10,26,3,4,2,103,4,46,11,3974910000,10,2710400000,13,9361690000,11,3401110000,11,4881730000,1,850,5
2023-09-02,9,1,2,1,8,2,5,2,14380000,2,13450000,1,9640000,2,13270000,2,22400000,1,568,1
2023-11-27,28,2,1,2,72,1,22,4,66680000,8,400020000,7,360640000,5,172180000,9,796210000,1,850,5
2020-02-02,17,2,1,2,111,4,17,7,370830000,9,753390000,5,123680000,8,498840000,9,846380000,1,850,5
2020-11-16,21,3,5,3,52,1,30,13,9000530000,12,6101810000,11,4790460000,12,6582580000,10,2475300000,1,850,5
2022-06-13,34,2,2,1,119,2,5,6,224740000,9,995150000,8,469280000,5,158120000,4,78440000,0,850,5
2020-01-08,16,1,2,3,36,4,5,1,4120000,1,5110000,2,23400000,1,9910000,2,20530000,0,550,1
2020-12-10,14,1,4,2,31,1,4,3,30060000,1,9910000,1,6600000,2,19410000,1,9590000,1,708,3
2020-03-28,32,3,4,2,27,2,49,13,9652180000,13,9417820000,12,5402010000,10,2525160000,11,4639910000,0,850,5
2022-12-21,34,1,4,3,32,2,5,2,26830000,1,4980000,1,9040000,1,4300000,1,1500000,0,562,1
2021-09-18,21,1,5,3,18,2,1,2,23980000,2,20480000,2,27150000,2,13970000,2,10610000,0,616,2
2020-07-14,15,3,2,3,176,4,32,12,6425070000,12,5689200000,13,9435170000,10,1836460000,13,9016520000,1,850,5
2021-05-10,21,3,2,1,215,2,57,11,3079640000,11,4966870000,13,8236890000,10,2400540000,12,6318200000,1,850,5
2021-10-03,35,2,2,2,38,4,5,7,314940000,5,161820000,5,121990000,7,301640000,9,609970000,1,850,5
2022-08-17,10,3,1,1,240,3,40,10,1914580000,11,4009180000,13,8700060000,10,2001740000,11,3251410000,0,850,5
2020-08-30,35,3,3,1,199,1,39,13,8924790000,12,6246790000,11,3995840000,11,3782980000,11,3667880000,1,850,5
2021-01-07,1,2,2,1,78,3,15,5,167590000,5,107170000,5,129180000,8,443420000,8,409480000,0,850,5
2021-02-12,7,3,3,3,89,3,31,10,2328310000,12,6215880000,13,9300540000,11,3748160000,13,9567410000,1,850,5
2020-12-17,16,1,3,3,23,3,5,1,1210000,1,6090000,2,25160000,1,7760000,1,1160000,0,506,1
2023-05-09,22,2,3,1,45,1,5,9,818040000,6,235770000,5,134640000,7,389320000,9,579920000,1,850,5
2023-06-03,23,2,5,2,77,1,20,4,58670000,5,187650000,4,75970000,4,68410000,4,96230000,0,850,5
2021-12-10,4,1,1,1,25,1,4,2,16450000,2,18140000,2,13570000,2,29670000,2,25310000,0,659,2
2023-05-19,10,2,2,3,63,2,20,8,407530000,9,679720000,7,317320000,8,403440000,9,621280000,0,850,5
2023-12-20,37,1,4,2,12,4,4,1,4680000,2,18320000,2,12450000,2,24210000,1,5130000,0,550,1
2021-04-30,19,2,4,2,14,1,20,5,119480000,8,461610000,6,235850000,5,141780000,4,88880000,0,850,5
2021-11-02,35,1,1,1,12,3,1,1,3170000,1,2760000,3,47970000,2,29710000,1,4850000,0,762,4
2020-09-25,2,3,2,1,51,4,78,13,9059180000,11,4491110000,11,4988760000,11,3625650000,13,9549360000,1,850,5
2021-07-27,8,1,1,3,29,3,1,1,3870000,3,48360000,2,13480000,2,18980000,3,45070000,1,471,1
2023-04-11,35,1,3,1,7,1,5,3,49240000,1,3070000,1,6500000,2,22880000,2,13270000,0,774,4
2023-03-20,14,3,3,1,137,2,76,10,2119990000,10,1467350000,11,4962020000,12,6526380000,10,2371520000,0,850,5
2020-11-14,4,2,3,2,94,4,25,8,407990000,5,107680000,6,202660000,9,627170000,5,143320000,1,850,5
2023-09-22,26,2,2,2,17,3,22,9,528030000,9,927340000,9,799350000,6,213390000,4,92840000,0,850,5
2023-11-17,13,1,2,1,5,3,2,3,49880000,2,29470000,2,16500000,3,42730000,3,36860000,0,850,5
2023-08-26,19,3,1,3,160,3,95,10,1579770000,11,4116740000,12,6048360000,12,5008230000,13,7193350000,1,850,5
2021-02-12,8,2,5,1,62,2,19,6,299500000,7,323700000,4,91010000,8,422300000,8,486390000,0,850,5
2023-05-09,20,1,1,3,8,1,4,1,5520000,2,13670000,1,4610000,1,2320000,2,27200000,1,424,1
2021-04-04,10,3,3,3,30,4,68,11,4910370000,11,3133930000,10,2685280000,11,4445640000,10,1146910000,1,850,5
2022-10-05,28,2,4,3,40,1,23,8,497710000,5,143690000,7,381790000,9,973650000,8,459740000,1,850,5
2022-03-28,12,3,2,3,208,3,38,12,5492480000,10,2557020000,11,3010400000,12,5501550000,11,4083160000,1,850,5
2022-02-12,38,2,5,3,70,2,8,5,179030000,7,341630000,5,180010000,7,363100000,4,81820000,1,850,5
2020-05-27,6,3,5,2,26,2,33,12,6375620000,10,1515440000,10,1392720000,12,5260040000,10,1839650000,0,850,5
2022-10-21,38,2,4,1,78,3,13,9,971320000,8,473990000,4,87220000,6,248550000,5,149610000,1,850,5
2023-12-10,3,2,3,2,43,4,8,4,84040000,9,938600000,4,88000000,9,565980000,4,70210000,0,850,5
2021-05-18,24,1,5,3,19,3,4,1,8390000,3,45210000,3,45920000,3,42500000,1,4520000,0,747,4
2023-11-24,27,2,4,3,46,1,22,6,283670000,7,342090000,9,773120000,9,703780000,6,263200000,0,850,5
2020-03-24,11,3,4,3,107,4,93,12,6258310000,10,1181130000,10,1102400000,12,5783430000,11,4391280000,1,850,5
2020-07-29,28,2,2,3,53,3,17,9,548300000,8,427560000,7,399310000,9,929410000,4,92830000,0,850,5
2022-03-15,5,1,5,2,2,1,5,1,1830000,2,19890000,1,8470000,2,16650000,3,30110000,0,452,1
2022-02-28,21,1,5,1,21,4,4,1,6570000,3,40640000,1,5220000,1,4650000,3,35980000,0,326,1
2020-01-08,18,3,4,2,51,4,55,12,5283510000,12,5078010000,12,5725750000,12,5580150000,13,7775680000,1,850,5
2023-07-06,2,3,2,1,173,4,65,11,3818590000,12,5346420000,11,3018890000,13,8413620000,12,5447020000,0,850,5
2020-05-30,5,1,1,3,26,3,5,2,24450000,3,34120000,1,4920000,1,7690000,1,6420000,0,463,1
2022-01-27,3,3,4,2,141,3,34,13,7442900000,11,3718040000,12,5576740000,10,2127850000,10,2511870000,0,850,5
2022-02-01,14,2,3,2,49,2,19,5,123980000,5,168520000,5,160570000,5,197100000,5,129940000,0,850,5
2020-08-29,33,3,2,2,85,4,85,12,6858090000,13,7830780000,10,2664430000,10,2805250000,11,3420530000,0,850,5
2021-09-06,19,3,5,2,78,1,38,11,3699770000,13,7103330000,10,2445470000,10,2849370000,10,2722180000,0,850,5
2020-05-20,26,3,5,2,224,4,98,13,7652320000,11,4751010000,13,8779570000,12,6160130000,12,5392670000,1,850,5
2021-04-04,11,1,3,3,36,4,5,1,6640000,1,4900000,3,39760000,3,43580000,2,23780000,1,850,5
2023-06-08,37,1,2,1,8,4,2,2,25520000,3,42910000,2,15360000,2,19810000,2,15590000,0,546,1
2021-01-21,23,2,5,3,107,3,18,4,62260000,6,283930000,7,399540000,8,461160000,6,257860000,0,850,5
2020-11-27,34,1,5,2,16,2,3,2,26450000,1,1710000,3,42310000,2,19350000,1,7990000,0,794,4
2022-02-11,26,1,5,1,6,1,2,3,30410000,3,34230000,1,2090000,3,30110000,1,8640000,0,620,2
2020-12-29,36,1,2,1,33,2,3,1,4500000,1,8780000,3,44140000,1,4250000,2,23000000,0,576,1
2023-08-17,30,3,5,3,71,3,82,13,8509680000,11,3240790000,13,7289150000,10,1870380000,10,1707830000,0,850,5
2023-05-21,22,1,5,3,34,4,2,3,48530000,3,39380000,2,14770000,3,42370000,2,10160000,0,847,5
2022-11-19,36,3,3,3,30,2,70,12,6713650000,13,9146220000,12,6910800000,10,1169650000,11,4501340000,0,850,5
2022-04-24,19,1,3,3,34,1,1,3,44390000,2,23490000,1,2960000,3,46060000,1,360000,0,850,5
2022-05-01,19,3,1,3,228,1,99,10,2658450000,11,4048050000,10,2915780000,10,2885530000,10,2606350000,0,850,5
2023-04-03,7,2,2,2,47,3,16,9,775570000,5,123850000,4,66060000,6,255320000,4,56740000,1,850,5
2020-03-24,7,1,3,2,21,1,3,1,7360000,2,17150000,2,16470000,2,15860000,1,420000,1,569,1
2023-04-11,17,2,3,3,28,3,5,8,481650000,8,434990000,8,452320000,4,98870000,4,68330000,0,850,5
2022-06-26,23,3,1,1,217,4,72,11,3995230000,10,1791400000,10,2858300000,13,7235030000,13,8481440000,1,850,5
2023-10-27,32,2,5,1,45,3,10,4,51120000,5,103670000,5,154660000,9,935050000,4,70050000,0,850,5
2023-12-19,33,3,2,3,63,3,89,11,3333620000,12,5966970000,13,7340640000,10,2973180000,11,3211690000,1,850,5
2021-09-19,6,3,3,2,123,2,38,10,2189740000,12,6801210000,13,8491430000,13,9226490000,12,5970010000,0,850,5
2021-07-17,32,3,1,3,186,2,38,11,4664630000,12,5105330000,12,5108830000,13,7457730000,10,1240820000,0,850,5
2020-03-01,28,3,3,3,107,1,99,13,7958720000,11,3657290000,10,1328410000,12,6022880000,12,6571880000,1,850,5
2022-08-22,21,1,4,2,29,2,1,2,23360000,2,23520000,2,16570000,2,23030000,1,2490000,1,693,3
2023-05-17,5,2,1,1,101,3,16,8,450500000,9,838280000,4,72300000,4,57510000,6,230710000,0,850,5
2020-12-26,23,2,1,1,66,1,8,9,539030000,7,368550000,4,97550000,7,307050000,4,85870000,1,850,5
2022-04-05,30,1,4,2,8,2,5,3,39010000,3,34590000,1,1410000,1,2470000,1,1660000,1,521,1
2020-04-16,33,3,2,1,110,2,70,13,9136860000,11,4778320000,12,5936400000,13,9431100000,11,3258550000,1,850,5
2020-02-16,38,2,4,3,74,1,7,5,134060000,4,96610000,4,78320000,9,573380000,8,470740000,0,850,5
2022-09-28,32,1,5,1,28,4,5,1,9890000,1,2700000,2,10600000,3,38050000,3,47290000,0,725,3
2020-12-06,6,3,5,1,27,4,39,13,9240340000,12,5951950000,10,2898390000,10,2545820000,10,2228710000,1,850,5
2023-02-04,10,2,1,1,113,2,21,5,113410000,7,309570000,7,355890000,4,58490000,9,649870000,0,850,5
2023-11-24,10,3,3,3,99,1,72,13,7647880000,10,2796560000,11,3360320000,11,3840520000,11,3683710000,0,850,5
2022-10-05,1,1,5,2,17,4,2,1,9240000,3,30180000,2,12940000,1,8590000,2,18990000,1,473,1
2021-09-19,20,1,4,2,14,3,5,3,33910000,2,14010000,1,1760000,1,1330000,3,46760000,0,504,1
2022-07-22,13,1,4,1,23,2,3,3,36280000,3,40070000,2,14250000,3,47790000,3,44090000,0,811,5
2021-03-06,31,2,5,1,65,1,13,5,190510000,5,143750000,9,964020000,4,92660000,7,396110000,1,850,5
2021-08-04,9,2,5,3,85,3,6,4,83530000,9,596060000,4,82180000,8,474710000,9,705840000,1,850,5
2022-09-06,12,2,1,3,94,3,25,4,59370000,6,235570000,5,149610000,4,76890000,8,489870000,0,850,5
2022-02-11,36,1,1,2,15,2,5,1,6100000,2,22090000,1,5650000,2,19410000,2,13460000,1,537,1
2023-08-08,2,1,4,1,17,3,3,1,670000,3,48370000,3,33320000,3,36060000,2,24400000,1,656,2
2022-11-08,25,2,1,2,108,1,18,9,948920000,9,560130000,9,977110000,6,254820000,6,221120000,0,850,5
2020-07-15,15,2,4,2,74,4,24,8,494660000,6,277320000,7,380430000,4,68850000,6,296770000,0,850,5
2022-05-18,3,1,1,2,26,4,3,3,47340000,2,12160000,3,48140000,1,1420000,2,27920000,1,824,5
2021-08-02,2,2,4,3,80,2,13,9,782980000,9,978730000,8,466620000,8,491810000,4,93860000,0,850,5
2020-01-01,31,1,5,1,29,3,1,1,2100000,1,8600000,1,9880000,2,17620000,1,6580000,1,563,1
2023-09-12,2,1,2,1,16,4,1,2,20430000,2,21310000,1,2690000,3,40190000,3,43340000,1,737,3
2022-10-11,6,2,2,3,59,3,8,9,915930000,9,939240000,9,546720000,5,121150000,6,207420000,0,850,5
2023-12-06,4,1,1,3,22,2,2,2,14450000,3,39520000,1,7730000,1,3380000,1,5970000,0,366,1
2020-05-17,8,3,2,3,220,1,55,11,3324540000,11,4013010000,12,5135020000,12,6458940000,11,3962990000,1,850,5
2023-02-12,26,1,5,3,19,1,3,3,47460000,1,9980000,3,30300000,1,6740000,2,14280000,0,736,3
2022-08-21,15,3,5,2,27,1,49,12,5554200000,13,9910300000,11,4380510000,12,6954970000,11,4413040000,1,850,5
2023-08-03,14,2,2,1,115,3,12,7,334200000,5,100810000,8,487420000,7,356890000,7,394270000,0,850,5
2022-07-29,30,3,3,2,100,2,33,10,1594250000,10,2569490000,12,5362970000,11,4538610000,11,3812650000,1,850,5
2021-01-06,33,3,1,3,99,3,99,11,4502860000,10,2209920000,13,7978370000,12,5367550000,10,2283730000,0,850,5
2022-01-26,5,2,4,3,90,3,22,4,79630000,4,55690000,8,479210000,6,265400000,5,197210000,1,850,5
2021-03-29,4,1,5,2,23,1,3,2,19500000,2,20370000,3,34800000,3,33290000,2,22030000,1,818,5
2023-06-27,35,1,2,1,25,1,5,2,26830000,3,46990000,2,11790000,2,14890000,3,45560000,0,514,1
2023-04-20,11,3,2,1,210,3,81,11,4017300000,11,4356450000,11,4111620000,10,2874290000,11,3873800000,1,850,5
2020-11-25,8,3,2,1,236,4,64,11,4354090000,10,2221690000,11,3961320000,13,8438140000,13,9470240000,1,850,5
2020-07-02,27,3,4,2,53,1,84,13,9381540000,10,1008940000,13,9436240000,13,8253700000,13,9068460000,0,850,5
2023-02-03,9,2,2,1,59,1,16,4,72970000,7,312570000,9,949810000,9,900340000,7,398870000,1,850,5
2023-07-11,21,3,3,1,67,1,51,10,1067440000,11,3278960000,10,2953340000,12,6168450000,10,1428020000,1,850,5
2020-03-02,1,2,1,1,119,4,10,7,387620000,6,242470000,8,402160000,5,178020000,9,969860000,0,850,5
2021-09-14,3,3,4,1,24,1,69,13,9080060000,13,7526850000,11,3821970000,11,3320630000,13,7158460000,0,850,5
2023-10-31,11,2,5,1,25,2,24,4,87710000,4,91130000,4,54820000,5,108180000,4,79130000,0,850,5
2021-04-18,24,3,1,3,144,2,46,12,6287070000,13,8780100000,13,9396870000,11,3165090000,11,4597790000,0,850,5
2020-07-06,24,3,2,2,179,1,32,11,3271880000,10,2585480000,12,6341350000,12,6781630000,10,1282430000,0,850,5
2021-10-30,38,2,2,3,69,4,20,6,295660000,9,665470000,4,82400000,8,476650000,7,392060000,0,850,5
2020-08-14,7,1,2,2,32,4,1,2,28200000,3,43940000,3,31350000,3,33170000,2,15650000,1,788,4
2022-11-16,22,3,4,2,218,2,58,13,8729960000,12,6695160000,13,7898320000,11,3891640000,12,5190440000,0,850,5
2020-05-01,27,3,5,1,231,4,70,13,7352160000,11,4339810000,10,1755030000,10,1885860000,11,4521150000,1,850,5
2023-01-28,8,1,2,3,12,4,5,2,26250000,1,40000,3,47170000,1,720000,2,11260000,1,738,3
2021-03-24,23,3,5,1,113,4,41,10,1537190000,11,3140680000,10,1434510000,10,1880710000,12,5568830000,1,850,5
2022-11-18,25,2,3,3,41,3,15,6,285640000,5,128720000,6,215410000,5,165320000,7,327980000,0,850,5
2022-01-28,28,3,3,2,24,1,68,11,3982660000,11,3161210000,12,6056600000,10,2982140000,10,1143440000,1,850,5
2022-05-16,9,2,4,2,106,4,9,9,626440000,5,129020000,9,874020000,7,329690000,8,423190000,1,850,5
2023-09-03,18,1,4,2,14,4,1,2,14650000,2,18900000,1,9250000,1,5880000,1,9660000,0,449,1
2020-08-04,31,1,4,1,4,3,5,2,17430000,1,5940000,1,7950000,2,10160000,3,39420000,1,578,1
2022-12-24,26,3,2,1,73,4,73,13,9215840000,12,6511910000,12,5835000000,10,2374320000,10,2410860000,0,850,5
2023-01-10,26,2,2,2,110,2,12,9,989790000,9,915930000,9,630940000,7,365010000,4,90610000,1,850,5
2023-05-02,28,3,5,2,148,2,100,13,9719260000,13,8532430000,12,6819380000,13,7110390000,10,1995940000,1,850,5
2023-12-02,29,2,2,1,18,1,23,8,496050000,6,293700000,7,372140000,7,391760000,9,968380000,1,850,5
2021-04-21,23,3,3,2,55,3,64,11,3213630000,11,4662770000,10,1002860000,12,5014290000,12,5368070000,0,850,5
2023-12-03,31,3,4,1,113,4,81,11,4642430000,12,6494380000,11,4297360000,11,4106310000,12,6591910000,0,850,5
2023-09-16,24,1,1,2,24,4,1,3,34200000,1,4780000,3,45490000,2,28180000,2,23100000,0,850,5
2022-11-12,38,1,1,3,8,3,4,2,23380000,3,43060000,2,11310000,3,39870000,3,49520000,1,711,3
2023-06-19,12,1,4,1,19,4,1,1,2320000,1,5200000,1,420000,3,32710000,2,12080000,1,631,2
2022-05-04,11,2,1,3,22,2,13,5,190620000,6,291050000,8,420830000,6,251070000,6,276270000,0,850,5
2021-02-11,18,3,2,1,126,1,94,12,5358790000,11,3443860000,12,5273680000,10,2830350000,10,1817590000,0,850,5
2020-10-08,30,1,1,3,23,1,3,1,3120000,3,43360000,3,30160000,3,47320000,1,4420000,1,751,4
2020-06-08,2,2,1,3,25,2,13,6,274680000,5,132060000,5,102810000,5,190620000,4,70200000,0,850,5
2020-03-22,31,1,1,1,26,4,5,1,4060000,3,48830000,2,18350000,3,44970000,3,44770000,1,686,3
2021-01-26,30,3,1,2,24,3,80,11,4423050000,10,2185390000,12,6038200000,10,1693130000,11,4323710000,1,850,5
2021-12-14,19,1,5,2,32,3,2,3,41110000,2,15650000,3,36850000,3,36980000,3,35570000,0,850,5
2023-11-10,25,3,4,1,160,4,47,11,4794770000,10,1256980000,13,8193840000,10,2265530000,11,3083890000,0,850,5
2021-05-20,15,1,1,3,17,2,3,2,19740000,2,11320000,2,29560000,1,9470000,2,14580000,1,657,2
2022-10-25,32,3,1,2,231,3,29,11,4619710000,10,2096480000,12,6052560000,12,6490620000,13,9071800000,1,850,5
2023-10-04,31,3,1,1,227,2,70,13,8125940000,11,3868000000,12,5837580000,10,1995030000,11,3799350000,0,850,5
2023-01-27,7,2,2,1,78,3,25,4,64240000,5,180590000,4,62850000,7,353280000,4,83590000,0,850,5
2022-11-16,21,1,1,1,28,4,3,1,4910000,3,47930000,1,9000000,3,30670000,3,37930000,1,551,1
2020-08-23,3,2,1,2,23,1,6,7,310630000,4,50270000,8,416000000,8,465120000,7,356360000,1,850,5
2020-08-19,38,1,1,1,9,1,3,3,39710000,3,42080000,2,17980000,1,5410000,2,25260000,1,578,1
2023-12-23,9,3,1,2,193,3,47,11,4691210000,12,6932100000,10,2370090000,12,6578440000,10,2148160000,1,850,5
2023-05-11,32,3,5,2,143,2,45,10,1778930000,11,4676030000,10,1221000000,13,8431390000,13,8308660000,0,850,5
2020-10-30,21,2,3,1,115,4,7,9,930910000,7,344270000,4,58350000,9,507900000,6,270380000,0,850,5
2022-01-08,33,3,1,3,195,2,39,12,5872510000,10,2069630000,10,1173700000,13,8624360000,12,5014960000,0,850,5
2021-02-27,28,1,5,1,7,2,3,3,38020000,2,29920000,1,6550000,2,17890000,3,35620000,1,652,2
2023-01-02,25,1,2,1,36,2,4,1,3070000,2,15580000,1,7120000,3,48070000,1,6680000,1,772,4
2021-04-11,16,3,3,1,215,1,39,11,4970340000,10,2931360000,10,1303880000,12,6685370000,12,5010800000,1,850,5
2021-01-11,36,2,3,3,28,1,24,5,143440000,5,184420000,7,396970000,6,220220000,6,243720000,1,850,5
2020-11-06,34,2,1,3,111,1,8,6,240220000,7,366850000,7,341310000,5,129880000,7,360040000,0,850,5
2020-08-25,20,1,5,1,12,1,1,3,34870000,3,30830000,1,4820000,2,28160000,3,35070000,1,704,3
2022-05-30,3,1,4,1,29,2,5,1,7360000,2,14810000,1,9870000,1,9420000,3,35800000,0,472,1
2020-04-30,30,3,2,1,152,4,55,10,1877770000,13,9079860000,13,7690920000,10,2691940000,10,2567980000,0,850,5
2022-04-07,36,3,4,1,147,1,87,11,4398180000,10,2862250000,13,8048850000,12,5329150000,10,2616430000,0,850,5
2021-08-04,36,1,4,2,34,4,2,2,10020000,3,32720000,3,48490000,3,38540000,3,35800000,1,836,5
2021-11-22,15,2,2,1,39,2,13,9,939860000,5,158970000,7,395480000,9,512620000,4,56620000,0,850,5
2022-10-20,7,1,2,2,7,1,5,3,36290000,1,3130000,2,22520000,2,27930000,1,4740000,1,850,5
2020-04-20,35,1,5,1,33,4,2,2,26580000,1,9650000,2,28950000,1,3700000,1,7270000,1,660,2
2020-06-04,5,3,2,2,140,2,64,11,3551670000,11,4935610000,10,2346250000,11,3811800000,10,2421340000,0,850,5
2022-12-12,21,3,1,2,93,2,36,10,1564740000,13,9394950000,13,7877750000,12,5469540000,10,1556470000,1,850,5
2023-01-23,10,1,3,2,34,4,2,2,10370000,1,4260000,2,14810000,2,24100000,2,13470000,1,686,3
2020-01-04,29,1,4,1,22,4,1,1,8710000,1,4240000,1,4660000,2,11610000,2,18140000,0,483,1
2020-05-05,15,3,1,2,88,2,82,10,1053630000,11,3942830000,13,8847690000,12,5502870000,10,1972010000,1,850,5
2021-12-13,9,3,5,1,233,2,29,12,6528350000,12,6629980000,13,7696250000,13,9722730000,10,2319060000,0,850,5
2020-01-10,35,1,4,3,19,1,3,2,24860000,1,7270000,3,35660000,2,12580000,2,27330000,1,739,3
2021-03-09,12,3,2,1,134,2,57,12,6747310000,12,6793650000,13,8944870000,11,3442640000,10,1230650000,1,850,5
2021-03-21,23,2,2,2,88,3,7,6,278870000,6,209430000,6,269840000,9,871630000,9,573130000,0,850,5
2020-02-27,27,1,3,1,3,4,3,1,70000,2,29070000,2,25510000,1,9840000,3,39370000,1,482,1
2020-04-22,9,3,2,2,117,1,64,13,7623240000,13,9713620000,12,5644640000,12,5619190000,13,9167840000,0,850,5
2022-08-18,22,1,3,3,23,4,4,2,25820000,2,17630000,1,4470000,1,3960000,3,44880000,0,479,1
2022-10-31,5,1,2,3,30,4,3,3,35080000,3,32820000,2,22070000,1,7260000,2,24090000,0,592,2
2020-10-25,28,1,3,3,29,3,1,3,33130000,3,45390000,1,1530000,2,10940000,1,7660000,0,476,1
2020-06-29,3,2,1,2,81,2,9,7,370710000,9,912120000,5,173050000,8,442650000,4,96310000,0,850,5
2020-01-16,34,3,2,2,182,2,52,11,3979360000,13,8474030000,13,7709720000,12,6024100000,12,6485780000,0,850,5
2021-02-28,4,1,5,3,20,3,3,1,7640000,2,13890000,3,31580000,3,49510000,1,6550000,1,850,5
2020-06-19,14,2,2,1,80,1,24,9,772660000,9,501800000,4,94890000,7,363960000,8,446580000,1,850,5
2020-04-18,1,2,5,2,71,4,6,9,822250000,9,852610000,5,107290000,6,275740000,9,706670000,1,850,5
2021-07-24,1,2,1,1,28,3,22,5,167510000,6,284110000,6,221350000,9,996290000,6,228610000,1,850,5
2021-11-06,27,3,4,2,120,2,70,11,3219740000,10,2652460000,10,1759540000,12,5273300000,13,9001340000,1,850,5
2023-06-14,28,2,4,2,27,4,6,4,67190000,9,680620000,8,443890000,5,162690000,4,99300000,1,850,5
2023-08-22,4,3,2,2,196,2,98,12,6855140000,11,3830180000,13,9125720000,13,7703940000,13,9503200000,0,850,5
2022-05-15,38,3,5,2,127,4,91,11,4707670000,12,6672990000,12,6964550000,12,6766480000,12,6415710000,0,850,5
2022-10-28,23,2,2,1,41,2,16,8,423510000,6,296080000,8,483860000,4,62830000,6,203930000,1,850,5
2021-07-30,3,2,1,3,17,4,20,5,174480000,7,342740000,6,265910000,8,401590000,8,447880000,0,850,5
2021-05-08,8,1,5,1,20,2,5,2,11240000,2,22420000,1,580000,1,640000,1,4730000,1,409,1
2021-09-18,8,3,3,3,209,1,29,12,6815220000,10,2582150000,11,3639650000,12,5985610000,12,5832490000,1,850,5
2023-06-22,34,3,5,2,148,4,67,12,5275090000,13,9308790000,12,5798010000,10,2397130000,11,4410050000,1,850,5
2021-01-26,35,3,3,3,205,3,36,10,2995940000,12,6372540000,10,1132460000,10,1848110000,11,4161910000,1,850,5
2020-05-08,16,1,4,1,23,4,1,1,6490000,2,28180000,1,6620000,2,27180000,1,4630000,0,521,1
2021-09-30,3,3,4,1,95,1,26,10,1604680000,13,8230250000,10,1864600000,13,8706660000,10,2439660000,0,850,5
2021-12-20,15,1,5,3,1,1,5,2,12870000,2,24360000,3,48950000,1,3160000,2,29760000,0,561,1
2022-03-29,34,1,5,2,23,4,2,2,25340000,3,43920000,2,29110000,1,9660000,2,29330000,0,539,1
2020-06-25,18,3,2,3,54,1,51,10,1008920000,12,5591510000,12,6997830000,13,7651570000,10,2409550000,1,850,5
2023-03-25,32,2,3,3,29,3,25,5,124980000,8,477290000,5,182590000,8,402200000,6,268680000,1,850,5
2023-08-27,36,3,2,3,35,3,56,12,6683060000,13,8831230000,11,4906990000,11,4139980000,13,7545650000,1,850,5
2022-01-29,3,1,1,3,14,3,4,2,23250000,1,2010000,3,36300000,1,7980000,2,20990000,0,670,3
2022-07-06,12,1,1,1,28,1,3,1,7850000,1,7850000,3,30490000,3,38810000,1,3000000,1,826,5
2023-12-07,19,3,3,1,96,3,91,11,4740340000,13,7021390000,13,8790340000,10,2836230000,12,6994670000,1,850,5
2021-04-29,3,3,5,2,78,4,90,12,5611820000,11,3359370000,13,9615280000,10,2526420000,11,4692370000,0,850,5
2020-06-13,5,1,3,1,13,3,3,2,19040000,2,27910000,1,9390000,3,35550000,3,41520000,0,661,2
2021-08-08,3,2,2,2,117,2,22,9,795390000,5,133920000,8,452760000,8,415220000,5,185370000,0,850,5
2021-10-06,21,2,5,3,88,4,7,7,327070000,4,84920000,5,111680000,6,202300000,5,114980000,0,850,5
2023-05-25,22,1,2,3,19,2,3,1,2700000,2,24240000,2,23530000,3,44310000,2,10650000,0,704,3
2020-02-19,10,2,4,3,79,4,6,7,351160000,5,101230000,4,60170000,6,277130000,6,267870000,1,850,5
2020-09-03,9,2,5,1,62,1,7,5,190640000,7,390990000,6,217330000,4,59480000,4,89330000,0,850,5
2023-06-30,7,3,3,3,116,3,36,11,3956790000,13,8544800000,13,9146850000,12,6533770000,12,5448430000,1,850,5
2023-11-09,8,3,5,3,68,1,47,10,2772280000,11,4238580000,12,6515610000,11,4236220000,12,5388930000,1,850,5
2021-01-27,34,2,5,2,61,2,15,8,436880000,7,361420000,5,105480000,4,53800000,6,255870000,1,850,5
2022-08-10,33,1,3,1,25,4,3,1,6890000,3,33450000,1,8610000,3,47340000,2,17050000,0,668,2
